,team,total,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg,Home,index_opp,team_opp,total_opp,Pace_opp,eFG%_opp,TOV%_opp,ORB%_opp,FT/FGA_opp,ORtg_opp,Home_opp,season,date,won
4648,PHI,141,95.8,0.699,6.7,17.1,0.205,147.2,0,1,IND,121,95.8,0.586,12.8,33.3,0.218,126.3,1,2023,2023-03-18,True
4649,IND,121,95.8,0.586,12.8,33.3,0.218,126.3,1,0,PHI,141,95.8,0.699,6.7,17.1,0.205,147.2,0,2023,2023-03-18,False
4650,MIA,114,99.4,0.505,14.2,11.4,0.202,103.9,0,1,ORL,126,99.4,0.551,14.3,33.3,0.172,114.8,1,2023,2023-03-11,False
4651,ORL,126,99.4,0.551,14.3,33.3,0.172,114.8,1,0,MIA,114,99.4,0.505,14.2,11.4,0.202,103.9,0,2023,2023-03-11,True
4652,CHO,106,100.5,0.511,13.9,24.4,0.13,105.5,0,1,TOR,111,100.5,0.533,12.4,24.4,0.154,110.5,1,2024,2024-03-03,False
4653,TOR,111,100.5,0.533,12.4,24.4,0.154,110.5,1,0,CHO,106,100.5,0.511,13.9,24.4,0.13,105.5,0,2024,2024-03-03,True
4654,MIN,100,98.1,0.511,18.1,32.7,0.089,102.0,0,1,PHO,107,98.1,0.448,6.9,28.3,0.219,109.1,1,2023,2023-03-29,False
4655,PHO,107,98.1,0.448,6.9,28.3,0.219,109.1,1,0,MIN,100,98.1,0.511,18.1,32.7,0.089,102.0,0,2023,2023-03-29,True
4656,UTA,122,97.4,0.505,12.7,32.6,0.235,113.5,0,1,NOP,121,97.4,0.51,13.2,32.6,0.167,112.6,1,2023,2022-10-23,True
4657,NOP,121,97.4,0.51,13.2,32.6,0.167,112.6,1,0,UTA,122,97.4,0.505,12.7,32.6,0.235,113.5,0,2023,2022-10-23,False
4658,DAL,104,91.8,0.54,13.0,18.4,0.307,113.3,0,1,MIN,99,91.8,0.541,12.7,20.0,0.082,107.9,1,2023,2022-12-21,True
4659,MIN,99,91.8,0.541,12.7,20.0,0.082,107.9,1,0,DAL,104,91.8,0.54,13.0,18.4,0.307,113.3,0,2023,2022-12-21,False
4660,MEM,97,93.6,0.435,9.3,20.0,0.286,103.6,0,1,DEN,113,93.6,0.506,7.4,30.2,0.287,120.7,1,2023,2023-03-03,False
4661,DEN,113,93.6,0.506,7.4,30.2,0.287,120.7,1,0,MEM,97,93.6,0.435,9.3,20.0,0.286,103.6,0,2023,2023-03-03,True
4662,ORL,116,90.8,0.595,12.4,27.8,0.19,127.7,0,1,CLE,109,90.8,0.629,17.3,23.3,0.3,120.0,1,2024,2024-02-22,True
4663,CLE,109,90.8,0.629,17.3,23.3,0.3,120.0,1,0,ORL,116,90.8,0.595,12.4,27.8,0.19,127.7,0,2024,2024-02-22,False
4664,SAS,131,107.1,0.594,13.8,30.4,0.177,122.3,0,1,WAS,127,107.1,0.519,8.9,28.6,0.194,118.6,1,2024,2024-01-20,True
4665,WAS,127,107.1,0.519,8.9,28.6,0.194,118.6,1,0,SAS,131,107.1,0.594,13.8,30.4,0.177,122.3,0,2024,2024-01-20,False
4666,PHO,116,105.7,0.558,16.4,21.4,0.233,109.7,0,1,MIN,121,105.7,0.578,12.4,10.5,0.189,114.5,1,2023,2023-01-13,False
4667,MIN,121,105.7,0.578,12.4,10.5,0.189,114.5,1,0,PHO,116,105.7,0.558,16.4,21.4,0.233,109.7,0,2023,2023-01-13,True
4668,PHO,127,94.3,0.691,12.0,22.6,0.289,134.6,0,1,POR,116,94.3,0.562,11.6,26.1,0.18,123.0,1,2024,2024-01-14,True
4669,POR,116,94.3,0.562,11.6,26.1,0.18,123.0,1,0,PHO,127,94.3,0.691,12.0,22.6,0.289,134.6,0,2024,2024-01-14,False
4670,OKC,110,100.1,0.519,10.5,10.3,0.338,109.9,0,1,NOP,96,100.1,0.494,19.8,19.0,0.198,96.0,1,2023,2023-03-11,True
4671,NOP,96,100.1,0.494,19.8,19.0,0.198,96.0,1,0,OKC,110,100.1,0.519,10.5,10.3,0.338,109.9,0,2023,2023-03-11,False
4672,DEN,113,98.1,0.534,11.5,31.7,0.216,115.2,0,1,WAS,104,98.1,0.473,11.4,24.5,0.198,106.1,1,2024,2024-01-21,True
4673,WAS,104,98.1,0.473,11.4,24.5,0.198,106.1,1,0,DEN,113,98.1,0.534,11.5,31.7,0.216,115.2,0,2024,2024-01-21,False
4674,ATL,109,101.6,0.53,15.9,17.9,0.238,107.2,0,1,TOR,139,101.6,0.576,5.2,28.6,0.359,136.7,1,2023,2022-10-31,False
4675,TOR,139,101.6,0.576,5.2,28.6,0.359,136.7,1,0,ATL,109,101.6,0.53,15.9,17.9,0.238,107.2,0,2023,2022-10-31,True
4676,NYK,90,90.7,0.411,15.6,28.9,0.316,99.2,0,1,CLE,107,90.7,0.584,16.5,32.4,0.221,117.9,1,2023,2023-04-18,False
4677,CLE,107,90.7,0.584,16.5,32.4,0.221,117.9,1,0,NYK,90,90.7,0.411,15.6,28.9,0.316,99.2,0,2023,2023-04-18,True
4678,GSW,88,100.5,0.429,14.8,21.4,0.098,87.6,0,1,BOS,140,100.5,0.682,6.5,17.1,0.094,139.4,1,2024,2024-03-03,False
4679,BOS,140,100.5,0.682,6.5,17.1,0.094,139.4,1,0,GSW,88,100.5,0.429,14.8,21.4,0.098,87.6,0,2024,2024-03-03,True
4680,MEM,96,99.6,0.487,16.0,14.0,0.241,96.3,0,1,DAL,137,99.6,0.594,12.4,39.5,0.333,137.5,1,2023,2022-10-22,False
4681,DAL,137,99.6,0.594,12.4,39.5,0.333,137.5,1,0,MEM,96,99.6,0.487,16.0,14.0,0.241,96.3,0,2023,2022-10-22,True
4682,MIN,115,98.5,0.662,21.4,32.0,0.169,116.7,0,1,IND,101,98.5,0.469,11.2,23.6,0.115,102.5,1,2023,2022-11-23,True
4683,IND,101,98.5,0.469,11.2,23.6,0.115,102.5,1,0,MIN,115,98.5,0.662,21.4,32.0,0.169,116.7,0,2023,2022-11-23,False
4684,GSW,136,101.3,0.563,19.7,46.2,0.183,121.6,0,1,OKC,138,101.3,0.546,7.3,23.4,0.316,123.4,1,2024,2023-12-08,False
4685,OKC,138,101.3,0.546,7.3,23.4,0.316,123.4,1,0,GSW,136,101.3,0.563,19.7,46.2,0.183,121.6,0,2024,2023-12-08,True
4686,SAS,112,106.2,0.51,15.3,30.6,0.1,105.5,0,1,GSW,118,106.2,0.611,20.8,18.4,0.235,111.2,1,2024,2023-11-24,False
4687,GSW,118,106.2,0.611,20.8,18.4,0.235,111.2,1,0,SAS,112,106.2,0.51,15.3,30.6,0.1,105.5,0,2024,2023-11-24,True
4688,PHO,117,96.9,0.516,12.7,41.3,0.226,120.7,0,1,IND,104,96.9,0.488,13.4,24.4,0.247,107.3,1,2023,2023-02-10,True
4689,IND,104,96.9,0.488,13.4,24.4,0.247,107.3,1,0,PHO,117,96.9,0.516,12.7,41.3,0.226,120.7,0,2023,2023-02-10,False
4690,DET,112,98.0,0.623,18.4,21.6,0.136,114.2,0,1,NYK,118,98.0,0.557,9.9,26.1,0.227,120.4,1,2024,2023-11-30,False
4691,NYK,118,98.0,0.557,9.9,26.1,0.227,120.4,1,0,DET,112,98.0,0.623,18.4,21.6,0.136,114.2,0,2024,2023-11-30,True
4692,CLE,108,93.4,0.55,13.2,22.5,0.25,115.6,0,1,IND,103,93.4,0.511,10.1,31.8,0.11,110.3,1,2024,2024-03-18,True
4693,IND,103,93.4,0.511,10.1,31.8,0.11,110.3,1,0,CLE,108,93.4,0.55,13.2,22.5,0.25,115.6,0,2024,2024-03-18,False
4694,IND,111,97.5,0.538,11.5,13.2,0.346,113.8,0,1,ORL,97,97.5,0.426,10.6,24.1,0.25,99.5,1,2024,2024-03-10,True
4695,ORL,97,97.5,0.426,10.6,24.1,0.25,99.5,1,0,IND,111,97.5,0.538,11.5,13.2,0.346,113.8,0,2024,2024-03-10,False
4696,MIL,108,98.2,0.554,10.4,14.9,0.179,109.9,0,1,UTA,123,98.2,0.579,13.8,32.4,0.225,125.2,1,2024,2024-02-04,False
4697,UTA,123,98.2,0.579,13.8,32.4,0.225,125.2,1,0,MIL,108,98.2,0.554,10.4,14.9,0.179,109.9,0,2024,2024-02-04,True
4698,BOS,93,95.1,0.493,14.6,12.5,0.237,97.8,0,1,LAC,113,95.1,0.544,8.3,26.2,0.167,118.8,1,2023,2022-12-12,False
4699,LAC,113,95.1,0.544,8.3,26.2,0.167,118.8,1,0,BOS,93,95.1,0.493,14.6,12.5,0.237,97.8,0,2023,2022-12-12,True
4700,MIA,111,99.3,0.517,10.8,22.0,0.213,111.7,0,1,BOS,119,99.3,0.558,12.7,32.0,0.137,119.8,1,2024,2023-10-27,False
4701,BOS,119,99.3,0.558,12.7,32.0,0.137,119.8,1,0,MIA,111,99.3,0.517,10.8,22.0,0.213,111.7,0,2024,2023-10-27,True
4702,HOU,115,105.7,0.542,11.2,18.2,0.115,108.8,0,1,SAC,135,105.7,0.58,7.7,18.4,0.277,127.7,1,2023,2023-01-11,False
4703,SAC,135,105.7,0.58,7.7,18.4,0.277,127.7,1,0,HOU,115,105.7,0.542,11.2,18.2,0.115,108.8,0,2023,2023-01-11,True
4704,TOR,97,100.7,0.476,12.9,11.1,0.188,96.4,0,1,CHI,111,100.7,0.581,19.0,25.7,0.225,110.3,1,2023,2022-11-07,False
4705,CHI,111,100.7,0.581,19.0,25.7,0.225,110.3,1,0,TOR,97,100.7,0.476,12.9,11.1,0.188,96.4,0,2023,2022-11-07,True
4706,NYK,106,95.5,0.56,19.4,36.6,0.157,111.0,0,1,MEM,94,95.5,0.466,11.4,18.0,0.149,98.5,1,2024,2024-01-13,True
4707,MEM,94,95.5,0.466,11.4,18.0,0.149,98.5,1,0,NYK,106,95.5,0.56,19.4,36.6,0.157,111.0,0,2024,2024-01-13,False
4708,WAS,125,99.3,0.614,8.4,12.8,0.193,125.9,0,1,SAC,111,99.3,0.5,11.6,27.1,0.321,111.8,1,2023,2022-12-23,True
4709,SAC,111,99.3,0.5,11.6,27.1,0.321,111.8,1,0,WAS,125,99.3,0.614,8.4,12.8,0.193,125.9,0,2023,2022-12-23,False
4710,NOP,113,98.2,0.545,7.5,17.4,0.18,115.0,0,1,DEN,125,98.2,0.633,13.4,27.0,0.122,127.2,1,2024,2024-01-12,False
4711,DEN,125,98.2,0.633,13.4,27.0,0.122,127.2,1,0,NOP,113,98.2,0.545,7.5,17.4,0.18,115.0,0,2024,2024-01-12,True
4712,ORL,116,102.7,0.545,9.1,14.3,0.227,112.9,0,1,WAS,109,102.7,0.471,9.8,26.3,0.095,106.1,1,2023,2023-03-31,True
4713,WAS,109,102.7,0.471,9.8,26.3,0.095,106.1,1,0,ORL,116,102.7,0.545,9.1,14.3,0.227,112.9,0,2023,2023-03-31,False
4714,LAC,128,96.0,0.635,10.9,27.5,0.169,133.3,0,1,MEM,119,96.0,0.526,7.8,34.7,0.2,124.0,1,2024,2024-01-12,True
4715,MEM,119,96.0,0.526,7.8,34.7,0.2,124.0,1,0,LAC,128,96.0,0.635,10.9,27.5,0.169,133.3,0,2024,2024-01-12,False
4716,LAC,89,90.5,0.435,8.9,14.3,0.176,98.4,0,1,MIN,88,90.5,0.444,14.6,26.7,0.213,97.3,1,2024,2024-03-03,True
4717,MIN,88,90.5,0.444,14.6,26.7,0.213,97.3,1,0,LAC,89,90.5,0.435,8.9,14.3,0.176,98.4,0,2024,2024-03-03,False
4718,CHO,113,101.4,0.468,12.4,31.9,0.28,111.4,0,1,PHI,131,101.4,0.633,13.4,23.1,0.313,129.1,1,2023,2022-12-11,False
4719,PHI,131,101.4,0.633,13.4,23.1,0.313,129.1,1,0,CHO,113,101.4,0.468,12.4,31.9,0.28,111.4,0,2023,2022-12-11,True
4720,IND,128,104.5,0.525,7.4,30.6,0.206,122.5,0,1,MIL,119,104.5,0.51,10.0,25.0,0.219,113.9,1,2024,2023-12-07,True
4721,MIL,119,104.5,0.51,10.0,25.0,0.219,113.9,1,0,IND,128,104.5,0.525,7.4,30.6,0.206,122.5,0,2024,2023-12-07,False
4722,IND,117,100.7,0.561,12.1,24.5,0.071,116.2,0,1,BOS,112,100.7,0.45,12.5,41.7,0.208,111.3,1,2023,2022-12-21,True
4723,BOS,112,100.7,0.45,12.5,41.7,0.208,111.3,1,0,IND,117,100.7,0.561,12.1,24.5,0.071,116.2,0,2023,2022-12-21,False
4724,MIN,112,90.2,0.658,13.2,21.9,0.101,124.1,0,1,SAS,113,90.2,0.625,14.2,35.9,0.095,125.2,1,2024,2024-01-27,False
4725,SAS,113,90.2,0.625,14.2,35.9,0.095,125.2,1,0,MIN,112,90.2,0.658,13.2,21.9,0.101,124.1,0,2024,2024-01-27,True
4726,POR,100,100.7,0.478,11.7,16.0,0.156,99.3,0,1,SAS,116,100.7,0.511,14.1,37.0,0.239,115.2,1,2024,2024-01-26,False
4727,SAS,116,100.7,0.511,14.1,37.0,0.239,115.2,1,0,POR,100,100.7,0.478,11.7,16.0,0.156,99.3,0,2024,2024-01-26,True
4728,ATL,136,97.3,0.629,5.4,26.3,0.144,139.8,0,1,DET,112,97.3,0.471,8.9,28.6,0.36,115.1,1,2023,2022-10-28,True
4729,DET,112,97.3,0.471,8.9,28.6,0.36,115.1,1,0,ATL,136,97.3,0.629,5.4,26.3,0.144,139.8,0,2023,2022-10-28,False
4730,DAL,104,96.8,0.494,7.9,6.4,0.25,107.5,0,1,CHO,110,96.8,0.511,12.4,29.2,0.227,113.7,1,2023,2023-03-26,False
4731,CHO,110,96.8,0.511,12.4,29.2,0.227,113.7,1,0,DAL,104,96.8,0.494,7.9,6.4,0.25,107.5,0,2023,2023-03-26,True
4732,CHO,111,104.2,0.494,15.3,28.3,0.273,106.6,0,1,IND,116,104.2,0.511,13.6,18.2,0.31,111.4,1,2023,2023-01-08,False
4733,IND,116,104.2,0.511,13.6,18.2,0.31,111.4,1,0,CHO,111,104.2,0.494,15.3,28.3,0.273,106.6,0,2023,2023-01-08,True
4734,BOS,102,96.5,0.454,12.5,38.2,0.133,105.7,0,1,MIA,128,96.5,0.685,9.1,2.7,0.21,132.6,1,2023,2023-05-21,False
4735,MIA,128,96.5,0.685,9.1,2.7,0.21,132.6,1,0,BOS,102,96.5,0.454,12.5,38.2,0.133,105.7,0,2023,2023-05-21,True
4736,BOS,102,91.9,0.5,9.6,24.4,0.186,111.0,0,1,MIA,88,91.9,0.459,12.5,18.6,0.105,95.8,1,2024,2024-04-29,True
4737,MIA,88,91.9,0.459,12.5,18.6,0.105,95.8,1,0,BOS,102,91.9,0.5,9.6,24.4,0.186,111.0,0,2024,2024-04-29,False
4738,MEM,91,99.6,0.475,15.1,16.7,0.173,91.4,0,1,DEN,105,99.6,0.506,14.5,27.1,0.169,105.4,1,2023,2022-12-20,False
4739,DEN,105,99.6,0.506,14.5,27.1,0.169,105.4,1,0,MEM,91,99.6,0.475,15.1,16.7,0.173,91.4,0,2023,2022-12-20,True
4740,SAC,106,94.1,0.652,17.5,15.2,0.303,112.7,0,1,CLE,95,94.1,0.494,17.6,19.5,0.215,101.0,1,2023,2022-12-09,True
4741,CLE,95,94.1,0.494,17.6,19.5,0.215,101.0,1,0,SAC,106,94.1,0.652,17.5,15.2,0.303,112.7,0,2023,2022-12-09,False
4742,MEM,127,97.1,0.547,8.4,34.8,0.242,130.8,0,1,NYK,123,97.1,0.563,7.4,26.1,0.287,126.7,1,2023,2022-11-27,True
4743,NYK,123,97.1,0.563,7.4,26.1,0.287,126.7,1,0,MEM,127,97.1,0.547,8.4,34.8,0.242,130.8,0,2023,2022-11-27,False
4744,WAS,97,100.3,0.451,13.8,24.5,0.165,96.7,0,1,BRK,124,100.3,0.529,8.2,38.3,0.135,123.6,1,2024,2023-12-08,False
4745,BRK,124,100.3,0.529,8.2,38.3,0.135,123.6,1,0,WAS,97,100.3,0.451,13.8,24.5,0.165,96.7,0,2024,2023-12-08,True
4746,MIA,119,101.1,0.58,12.2,14.6,0.309,117.7,0,1,WAS,107,101.1,0.517,13.4,16.3,0.182,105.8,1,2024,2024-03-31,True
4747,WAS,107,101.1,0.517,13.4,16.3,0.182,105.8,1,0,MIA,119,101.1,0.58,12.2,14.6,0.309,117.7,0,2024,2024-03-31,False
4748,SAS,126,99.1,0.61,10.9,28.6,0.244,127.2,0,1,GSW,113,99.1,0.523,10.6,19.6,0.239,114.1,1,2024,2024-03-09,True
4749,GSW,113,99.1,0.523,10.6,19.6,0.239,114.1,1,0,SAS,126,99.1,0.61,10.9,28.6,0.244,127.2,0,2024,2024-03-09,False
4750,BRK,114,99.2,0.567,11.0,14.0,0.133,114.9,0,1,LAC,125,99.2,0.584,9.3,21.1,0.337,125.9,1,2024,2024-01-21,False
4751,LAC,125,99.2,0.584,9.3,21.1,0.337,125.9,1,0,BRK,114,99.2,0.567,11.0,14.0,0.133,114.9,0,2024,2024-01-21,True
4752,LAL,125,107.0,0.549,13.4,25.0,0.275,116.8,0,1,WAS,120,107.0,0.593,15.7,13.6,0.132,112.1,1,2024,2024-04-03,True
4753,WAS,120,107.0,0.593,15.7,13.6,0.132,112.1,1,0,LAL,125,107.0,0.549,13.4,25.0,0.275,116.8,0,2024,2024-04-03,False
4754,POR,128,99.5,0.716,16.1,16.1,0.148,128.7,0,1,SAS,112,99.5,0.521,9.5,28.6,0.113,112.6,1,2023,2022-12-14,True
4755,SAS,112,99.5,0.521,9.5,28.6,0.113,112.6,1,0,POR,128,99.5,0.716,16.1,16.1,0.148,128.7,0,2023,2022-12-14,False
4756,MIL,113,103.4,0.49,9.8,31.6,0.117,109.3,0,1,WAS,117,103.4,0.554,9.1,11.4,0.151,113.1,1,2024,2024-04-02,False
4757,WAS,117,103.4,0.554,9.1,11.4,0.151,113.1,1,0,MIL,113,103.4,0.49,9.8,31.6,0.117,109.3,0,2024,2024-04-02,True
4758,HOU,113,105.7,0.439,9.7,27.3,0.263,106.9,0,1,BOS,145,105.7,0.663,9.4,22.2,0.2,137.2,1,2024,2024-01-13,False
4759,BOS,145,105.7,0.663,9.4,22.2,0.2,137.2,1,0,HOU,113,105.7,0.439,9.7,27.3,0.263,106.9,0,2024,2024-01-13,True
4760,DEN,108,102.6,0.545,15.1,14.6,0.136,105.2,0,1,MEM,104,102.6,0.494,17.3,27.7,0.235,101.3,1,2024,2023-10-27,True
4761,MEM,104,102.6,0.494,17.3,27.7,0.235,101.3,1,0,DEN,108,102.6,0.545,15.1,14.6,0.136,105.2,0,2024,2023-10-27,False
4762,DEN,112,91.0,0.651,13.6,19.4,0.171,123.1,0,1,MIA,108,91.0,0.506,7.6,21.4,0.202,118.7,1,2023,2023-02-13,True
4763,MIA,108,91.0,0.506,7.6,21.4,0.202,118.7,1,0,DEN,112,91.0,0.651,13.6,19.4,0.171,123.1,0,2023,2023-02-13,False
4764,CLE,111,92.0,0.606,12.5,23.1,0.094,120.7,0,1,CHO,118,92.0,0.664,14.9,25.8,0.224,128.3,1,2024,2024-03-27,False
4765,CHO,118,92.0,0.664,14.9,25.8,0.224,128.3,1,0,CLE,111,92.0,0.606,12.5,23.1,0.094,120.7,0,2024,2024-03-27,True
4766,CHO,114,98.7,0.617,19.8,27.3,0.247,115.5,0,1,TOR,124,98.7,0.578,8.3,19.5,0.337,125.7,1,2023,2023-01-12,False
4767,TOR,124,98.7,0.578,8.3,19.5,0.337,125.7,1,0,CHO,114,98.7,0.617,19.8,27.3,0.247,115.5,0,2023,2023-01-12,True
4768,SAS,123,96.0,0.532,7.1,31.0,0.258,128.2,0,1,PHI,133,96.0,0.521,3.4,38.8,0.33,138.6,1,2024,2024-01-22,False
4769,PHI,133,96.0,0.521,3.4,38.8,0.33,138.6,1,0,SAS,123,96.0,0.532,7.1,31.0,0.258,128.2,0,2024,2024-01-22,True
4770,BOS,131,102.3,0.617,12.7,30.2,0.222,128.1,0,1,IND,133,102.3,0.632,11.4,23.7,0.198,130.0,1,2024,2024-01-08,False
4771,IND,133,102.3,0.632,11.4,23.7,0.198,130.0,1,0,BOS,131,102.3,0.617,12.7,30.2,0.222,128.1,0,2024,2024-01-08,True
4772,BRK,81,94.3,0.443,19.0,21.4,0.139,85.9,0,1,ORL,108,94.3,0.588,16.7,16.1,0.284,114.6,1,2024,2024-02-27,False
4773,ORL,108,94.3,0.588,16.7,16.1,0.284,114.6,1,0,BRK,81,94.3,0.443,19.0,21.4,0.139,85.9,0,2024,2024-02-27,True
4774,GSW,128,96.5,0.598,6.3,31.1,0.124,132.6,0,1,LAL,121,96.5,0.576,8.3,20.5,0.163,125.4,1,2024,2024-03-16,True
4775,LAL,121,96.5,0.576,8.3,20.5,0.163,125.4,1,0,GSW,128,96.5,0.598,6.3,31.1,0.124,132.6,0,2024,2024-03-16,False
4776,DAL,127,97.3,0.675,12.6,12.1,0.181,130.6,0,1,IND,104,97.3,0.462,11.2,32.6,0.194,106.9,1,2023,2023-03-27,True
4777,IND,104,97.3,0.462,11.2,32.6,0.194,106.9,1,0,DAL,127,97.3,0.675,12.6,12.1,0.181,130.6,0,2023,2023-03-27,False
4778,ATL,127,103.2,0.586,14.2,32.5,0.194,123.1,0,1,MIL,110,103.2,0.547,19.5,26.7,0.186,106.6,1,2024,2023-10-29,True
4779,MIL,110,103.2,0.547,19.5,26.7,0.186,106.6,1,0,ATL,127,103.2,0.586,14.2,32.5,0.194,123.1,0,2024,2023-10-29,False
4780,SAC,119,99.4,0.578,8.4,15.8,0.167,119.7,0,1,SAS,109,99.4,0.591,16.5,22.2,0.057,109.7,1,2023,2023-02-01,True
4781,SAS,109,99.4,0.591,16.5,22.2,0.057,109.7,1,0,SAC,119,99.4,0.578,8.4,15.8,0.167,119.7,0,2023,2023-02-01,False
4782,LAL,111,100.8,0.464,8.4,31.5,0.216,110.1,0,1,DAL,108,100.8,0.527,13.9,22.0,0.108,107.2,1,2023,2023-02-26,True
4783,DAL,108,100.8,0.527,13.9,22.0,0.108,107.2,1,0,LAL,111,100.8,0.464,8.4,31.5,0.216,110.1,0,2023,2023-02-26,False
4784,DAL,118,95.4,0.58,8.5,18.6,0.195,123.7,0,1,PHI,102,95.4,0.473,9.8,30.8,0.151,106.9,1,2024,2024-02-05,True
4785,PHI,102,95.4,0.473,9.8,30.8,0.151,106.9,1,0,DAL,118,95.4,0.58,8.5,18.6,0.195,123.7,0,2024,2024-02-05,False
4786,LAC,101,92.6,0.625,21.8,10.3,0.328,109.1,0,1,DAL,103,92.6,0.544,11.7,17.8,0.2,111.3,1,2023,2022-11-15,False
4787,DAL,103,92.6,0.544,11.7,17.8,0.2,111.3,1,0,LAC,101,92.6,0.625,21.8,10.3,0.328,109.1,0,2023,2022-11-15,True
4788,DET,116,94.3,0.603,11.4,21.4,0.126,123.0,0,1,MIA,96,94.3,0.494,14.5,18.4,0.26,101.8,1,2023,2022-12-06,True
4789,MIA,96,94.3,0.494,14.5,18.4,0.26,101.8,1,0,DET,116,94.3,0.603,11.4,21.4,0.126,123.0,0,2023,2022-12-06,False
4790,DEN,129,98.3,0.602,13.7,38.9,0.261,131.2,0,1,ATL,122,98.3,0.547,8.8,27.1,0.177,124.1,1,2024,2023-12-11,True
4791,ATL,122,98.3,0.547,8.8,27.1,0.177,124.1,1,0,DEN,129,98.3,0.602,13.7,38.9,0.261,131.2,0,2024,2023-12-11,False
4792,CHI,104,92.9,0.528,15.4,34.1,0.125,111.9,0,1,TOR,113,92.9,0.476,7.5,42.6,0.146,121.6,1,2023,2022-11-06,False
4793,TOR,113,92.9,0.476,7.5,42.6,0.146,121.6,1,0,CHI,104,92.9,0.528,15.4,34.1,0.125,111.9,0,2023,2022-11-06,True
4794,ORL,101,92.0,0.513,14.2,27.5,0.253,109.7,0,1,NOP,93,92.0,0.487,16.5,22.0,0.25,101.0,1,2023,2023-02-27,True
4795,NOP,93,92.0,0.487,16.5,22.0,0.25,101.0,1,0,ORL,101,92.0,0.513,14.2,27.5,0.253,109.7,0,2023,2023-02-27,False
4796,NOP,117,97.4,0.602,11.2,21.6,0.125,120.1,0,1,LAC,106,97.4,0.538,17.5,21.1,0.282,108.8,1,2024,2024-02-07,True
4797,LAC,106,97.4,0.538,17.5,21.1,0.282,108.8,1,0,NOP,117,97.4,0.602,11.2,21.6,0.125,120.1,0,2024,2024-02-07,False
4798,TOR,117,102.9,0.515,8.3,26.9,0.129,113.7,0,1,GSW,129,102.9,0.656,11.0,13.5,0.122,125.4,1,2023,2023-01-27,False
4799,GSW,129,102.9,0.656,11.0,13.5,0.122,125.4,1,0,TOR,117,102.9,0.515,8.3,26.9,0.129,113.7,0,2023,2023-01-27,True
4800,DEN,112,95.6,0.517,11.5,31.8,0.211,117.2,0,1,LAL,105,95.6,0.517,6.7,17.8,0.133,109.8,1,2024,2024-04-25,True
4801,LAL,105,95.6,0.517,6.7,17.8,0.133,109.8,1,0,DEN,112,95.6,0.517,11.5,31.8,0.211,117.2,0,2024,2024-04-25,False
4802,BOS,109,99.5,0.537,13.7,15.9,0.256,109.5,0,1,MEM,106,99.5,0.533,10.2,17.4,0.099,106.5,1,2023,2022-11-07,True
4803,MEM,106,99.5,0.533,10.2,17.4,0.099,106.5,1,0,BOS,109,99.5,0.537,13.7,15.9,0.256,109.5,0,2023,2022-11-07,False
4804,MEM,102,97.2,0.462,9.6,28.0,0.185,104.9,0,1,NOP,113,97.2,0.571,9.4,15.9,0.099,116.2,1,2023,2022-11-15,False
4805,NOP,113,97.2,0.571,9.4,15.9,0.099,116.2,1,0,MEM,102,97.2,0.462,9.6,28.0,0.185,104.9,0,2023,2022-11-15,True
4806,NYK,123,97.1,0.585,11.5,31.6,0.227,126.7,0,1,BOS,133,97.1,0.632,6.5,20.0,0.198,137.0,1,2024,2023-12-08,False
4807,BOS,133,97.1,0.632,6.5,20.0,0.198,137.0,1,0,NYK,123,97.1,0.585,11.5,31.6,0.227,126.7,0,2024,2023-12-08,True
4808,DEN,109,90.5,0.544,12.4,36.1,0.275,120.4,0,1,MIA,94,90.5,0.429,3.8,18.2,0.163,103.8,1,2023,2023-06-07,True
4809,MIA,94,90.5,0.429,3.8,18.2,0.163,103.8,1,0,DEN,109,90.5,0.544,12.4,36.1,0.275,120.4,0,2023,2023-06-07,False
4810,GSW,140,96.3,0.628,2.7,30.2,0.234,145.4,0,1,CHI,131,96.3,0.686,11.4,16.2,0.151,136.0,1,2024,2024-01-12,True
4811,CHI,131,96.3,0.686,11.4,16.2,0.151,136.0,1,0,GSW,140,96.3,0.628,2.7,30.2,0.234,145.4,0,2024,2024-01-12,False
4812,IND,130,101.7,0.615,14.4,27.0,0.125,127.8,0,1,ATL,143,101.7,0.63,9.3,40.5,0.229,140.6,1,2023,2023-03-25,False
4813,ATL,143,101.7,0.63,9.3,40.5,0.229,140.6,1,0,IND,130,101.7,0.615,14.4,27.0,0.125,127.8,0,2023,2023-03-25,True
4814,WAS,97,93.9,0.469,9.1,28.3,0.073,103.3,0,1,MEM,103,93.9,0.478,9.1,26.1,0.176,109.7,1,2023,2022-11-06,False
4815,MEM,103,93.9,0.478,9.1,26.1,0.176,109.7,1,0,WAS,97,93.9,0.469,9.1,28.3,0.073,103.3,0,2023,2022-11-06,True
4816,GSW,113,102.3,0.566,18.3,23.7,0.229,110.5,0,1,BRK,143,102.3,0.768,13.3,10.0,0.167,139.8,1,2023,2022-12-21,False
4817,BRK,143,102.3,0.768,13.3,10.0,0.167,139.8,1,0,GSW,113,102.3,0.566,18.3,23.7,0.229,110.5,0,2023,2022-12-21,True
4818,LAC,130,99.2,0.521,8.2,34.7,0.326,131.0,0,1,PHO,136,99.2,0.612,6.3,27.5,0.223,137.1,1,2023,2023-04-25,False
