,team,total,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg,Home,index_opp,team_opp,total_opp,Pace_opp,eFG%_opp,TOV%_opp,ORB%_opp,FT/FGA_opp,ORtg_opp,Home_opp,season,date,won
2852,LAC,130,98.7,0.6,6.4,18.6,0.244,131.7,0,1,DAL,122,98.7,0.603,8.4,16.3,0.195,123.6,1,2020,2020-08-21,True
2853,DAL,122,98.7,0.603,8.4,16.3,0.195,123.6,1,0,LAC,130,98.7,0.6,6.4,18.6,0.244,131.7,0,2020,2020-08-21,False
2854,UTA,111,96.6,0.506,14.7,35.7,0.341,114.9,0,1,POR,80,96.6,0.428,13.7,10.0,0.108,82.8,1,2022,2022-04-10,True
2855,POR,80,96.6,0.428,13.7,10.0,0.108,82.8,1,0,UTA,111,96.6,0.506,14.7,35.7,0.341,114.9,0,2022,2022-04-10,False
2856,LAC,111,97.3,0.537,13.9,20.5,0.296,114.0,0,1,ORL,102,97.3,0.506,12.2,16.3,0.202,104.8,1,2022,2022-01-26,True
2857,ORL,102,97.3,0.506,12.2,16.3,0.202,104.8,1,0,LAC,111,97.3,0.537,13.9,20.5,0.296,114.0,0,2022,2022-01-26,False
2858,BOS,134,103.0,0.652,12.1,27.0,0.152,130.1,0,1,HOU,107,103.0,0.473,9.5,18.2,0.231,103.9,1,2021,2021-03-14,True
2859,HOU,107,103.0,0.473,9.5,18.2,0.231,103.9,1,0,BOS,134,103.0,0.652,12.1,27.0,0.152,130.1,0,2021,2021-03-14,False
2860,ATL,121,98.9,0.591,14.0,18.8,0.39,122.3,0,1,NOP,115,98.9,0.56,11.3,14.6,0.25,116.3,1,2016,2015-11-06,True
2861,NOP,115,98.9,0.56,11.3,14.6,0.25,116.3,1,0,ATL,121,98.9,0.591,14.0,18.8,0.39,122.3,0,2016,2015-11-06,False
2862,ATL,128,106.4,0.628,13.6,8.3,0.233,120.3,0,1,PHI,124,106.4,0.61,16.3,20.0,0.293,116.6,1,2021,2021-06-06,True
2863,PHI,124,106.4,0.61,16.3,20.0,0.293,116.6,1,0,ATL,128,106.4,0.628,13.6,8.3,0.233,120.3,0,2021,2021-06-06,False
2864,SAS,108,99.1,0.538,9.3,15.6,0.086,109.0,0,1,CHI,107,99.1,0.544,10.4,11.4,0.1,108.0,1,2019,2018-11-26,True
2865,CHI,107,99.1,0.544,10.4,11.4,0.1,108.0,1,0,SAS,108,99.1,0.538,9.3,15.6,0.086,109.0,0,2019,2018-11-26,False
2866,MEM,93,91.3,0.551,21.2,21.2,0.246,101.9,0,1,DET,100,91.3,0.455,8.2,28.0,0.227,109.6,1,2019,2019-04-09,False
2867,DET,100,91.3,0.455,8.2,28.0,0.227,109.6,1,0,MEM,93,91.3,0.551,21.2,21.2,0.246,101.9,0,2019,2019-04-09,True
2868,CHI,124,98.3,0.602,12.3,27.0,0.129,126.2,0,1,SAC,128,98.3,0.593,6.4,26.7,0.22,130.3,1,2021,2021-01-06,False
2869,SAC,128,98.3,0.593,6.4,26.7,0.22,130.3,1,0,CHI,124,98.3,0.602,12.3,27.0,0.129,126.2,0,2021,2021-01-06,True
2870,BRK,144,99.1,0.549,11.6,27.8,0.301,120.2,0,1,POR,148,99.1,0.496,2.1,26.7,0.231,123.6,1,2019,2019-03-25,False
2871,POR,148,99.1,0.496,2.1,26.7,0.231,123.6,1,0,BRK,144,99.1,0.549,11.6,27.8,0.301,120.2,0,2019,2019-03-25,True
2872,DEN,98,96.0,0.472,10.1,25.0,0.144,102.1,0,1,UTA,95,96.0,0.5,13.2,15.2,0.105,98.9,1,2020,2020-02-05,True
2873,UTA,95,96.0,0.5,13.2,15.2,0.105,98.9,1,0,DEN,98,96.0,0.472,10.1,25.0,0.144,102.1,0,2020,2020-02-05,False
2874,SAC,115,109.3,0.5,13.2,18.4,0.264,105.3,0,1,WAS,121,109.3,0.547,14.5,15.6,0.314,110.7,1,2019,2019-03-11,False
2875,WAS,121,109.3,0.547,14.5,15.6,0.314,110.7,1,0,SAC,115,109.3,0.5,13.2,18.4,0.264,105.3,0,2019,2019-03-11,True
2876,WAS,110,102.8,0.512,13.2,20.0,0.301,107.0,0,1,ATL,118,102.8,0.544,19.3,31.7,0.405,114.7,1,2019,2018-12-18,False
2877,ATL,118,102.8,0.544,19.3,31.7,0.405,114.7,1,0,WAS,110,102.8,0.512,13.2,20.0,0.301,107.0,0,2019,2018-12-18,True
2878,PHI,119,103.7,0.552,16.5,37.0,0.264,114.7,0,1,LAC,113,103.7,0.489,10.9,24.0,0.264,109.0,1,2019,2019-01-01,True
2879,LAC,113,103.7,0.489,10.9,24.0,0.264,109.0,1,0,PHI,119,103.7,0.552,16.5,37.0,0.264,114.7,0,2019,2019-01-01,False
2880,HOU,103,104.5,0.45,14.2,21.2,0.244,98.5,0,1,MIA,109,104.5,0.517,13.0,22.4,0.178,104.3,1,2017,2017-01-17,False
2881,MIA,109,104.5,0.517,13.0,22.4,0.178,104.3,1,0,HOU,103,104.5,0.45,14.2,21.2,0.244,98.5,0,2017,2017-01-17,True
2882,MEM,105,103.8,0.484,13.2,30.2,0.174,101.1,0,1,LAL,117,103.8,0.529,11.9,26.1,0.302,112.7,1,2020,2020-02-21,False
2883,LAL,117,103.8,0.529,11.9,26.1,0.302,112.7,1,0,MEM,105,103.8,0.484,13.2,30.2,0.174,101.1,0,2020,2020-02-21,True
2884,LAC,98,87.7,0.513,9.3,14.6,0.28,111.7,0,1,UTA,105,87.7,0.608,12.6,21.9,0.203,119.7,1,2017,2017-04-23,False
2885,UTA,105,87.7,0.608,12.6,21.9,0.203,119.7,1,0,LAC,98,87.7,0.513,9.3,14.6,0.28,111.7,0,2017,2017-04-23,True
2886,LAL,82,90.3,0.394,12.5,28.6,0.122,90.8,0,1,UTA,109,90.3,0.566,9.9,28.2,0.181,120.7,1,2016,2016-01-16,False
2887,UTA,109,90.3,0.566,9.9,28.2,0.181,120.7,1,0,LAL,82,90.3,0.394,12.5,28.6,0.122,90.8,0,2016,2016-01-16,True
2888,POR,107,100.7,0.467,8.4,28.3,0.086,106.2,0,1,NOP,103,100.7,0.479,13.8,26.8,0.138,102.3,1,2018,2018-03-27,True
2889,NOP,103,100.7,0.479,13.8,26.8,0.138,102.3,1,0,POR,107,100.7,0.467,8.4,28.3,0.086,106.2,0,2018,2018-03-27,False
2890,SAS,102,94.4,0.549,13.6,20.5,0.16,108.0,0,1,SAC,122,94.4,0.634,9.5,19.5,0.151,129.2,1,2020,2020-02-08,False
2891,SAC,122,94.4,0.634,9.5,19.5,0.151,129.2,1,0,SAS,102,94.4,0.549,13.6,20.5,0.16,108.0,0,2020,2020-02-08,True
2892,ATL,107,101.3,0.522,17.5,33.3,0.108,105.6,0,1,DAL,114,101.3,0.547,13.0,12.5,0.427,112.5,1,2019,2018-12-12,False
2893,DAL,114,101.3,0.547,13.0,12.5,0.427,112.5,1,0,ATL,107,101.3,0.522,17.5,33.3,0.108,105.6,0,2019,2018-12-12,True
2894,NOP,103,103.4,0.5,15.6,18.4,0.212,99.6,0,1,LAC,126,103.4,0.569,8.9,17.0,0.31,121.8,1,2020,2020-08-01,False
2895,LAC,126,103.4,0.569,8.9,17.0,0.31,121.8,1,0,NOP,103,103.4,0.5,15.6,18.4,0.212,99.6,0,2020,2020-08-01,True
2896,MEM,129,99.0,0.654,12.5,25.0,0.11,130.3,0,1,SAS,112,99.0,0.548,12.1,18.6,0.253,113.2,1,2021,2021-01-30,True
2897,SAS,112,99.0,0.548,12.1,18.6,0.253,113.2,1,0,MEM,129,99.0,0.654,12.5,25.0,0.11,130.3,0,2021,2021-01-30,False
2898,CHI,117,104.9,0.547,11.6,12.5,0.282,111.5,0,1,DAL,101,104.9,0.484,13.6,22.2,0.118,96.3,1,2021,2021-01-17,True
2899,DAL,101,104.9,0.484,13.6,22.2,0.118,96.3,1,0,CHI,117,104.9,0.547,11.6,12.5,0.282,111.5,0,2021,2021-01-17,False
2900,MIA,129,100.0,0.642,15.7,31.4,0.182,129.0,0,1,MEM,103,100.0,0.477,12.6,17.0,0.216,103.0,1,2022,2021-10-30,True
2901,MEM,103,100.0,0.477,12.6,17.0,0.216,103.0,1,0,MIA,129,100.0,0.642,15.7,31.4,0.182,129.0,0,2022,2021-10-30,False
2902,SAC,94,92.0,0.56,22.2,28.6,0.133,102.2,0,1,LAL,98,92.0,0.465,12.6,34.8,0.209,106.5,1,2017,2017-04-07,False
2903,LAL,98,92.0,0.465,12.6,34.8,0.209,106.5,1,0,SAC,94,92.0,0.56,22.2,28.6,0.133,102.2,0,2017,2017-04-07,True
2904,BOS,126,104.7,0.577,16.1,29.3,0.345,120.3,0,1,TOR,114,104.7,0.472,8.6,15.4,0.322,108.9,1,2021,2021-01-04,True
2905,TOR,114,104.7,0.472,8.6,15.4,0.322,108.9,1,0,BOS,126,104.7,0.577,16.1,29.3,0.345,120.3,0,2021,2021-01-04,False
2906,MEM,111,93.5,0.579,14.2,25.0,0.195,118.7,0,1,LAC,107,93.5,0.512,7.7,19.0,0.296,114.4,1,2017,2016-11-16,True
2907,LAC,107,93.5,0.512,7.7,19.0,0.296,114.4,1,0,MEM,111,93.5,0.579,14.2,25.0,0.195,118.7,0,2017,2016-11-16,False
2908,GSW,111,96.8,0.572,14.8,24.3,0.193,114.7,0,1,OKC,95,96.8,0.448,9.9,24.5,0.195,98.2,1,2017,2017-03-20,True
2909,OKC,95,96.8,0.448,9.9,24.5,0.195,98.2,1,0,GSW,111,96.8,0.572,14.8,24.3,0.193,114.7,0,2017,2017-03-20,False
2910,BRK,100,89.5,0.546,14.2,22.2,0.224,111.7,0,1,TOR,112,89.5,0.582,7.0,20.0,0.153,125.1,1,2016,2016-01-18,False
2911,TOR,112,89.5,0.582,7.0,20.0,0.153,125.1,1,0,BRK,100,89.5,0.546,14.2,22.2,0.224,111.7,0,2016,2016-01-18,True
2912,WAS,95,100.8,0.416,14.6,23.5,0.236,94.3,0,1,MIA,122,100.8,0.593,14.3,24.3,0.233,121.1,1,2021,2021-02-05,False
2913,MIA,122,100.8,0.593,14.3,24.3,0.233,121.1,1,0,WAS,95,100.8,0.416,14.6,23.5,0.236,94.3,0,2021,2021-02-05,True
2914,ATL,81,97.9,0.424,17.3,19.1,0.093,82.8,0,1,CHI,116,97.9,0.58,15.1,30.2,0.172,118.5,1,2020,2019-12-28,False
2915,CHI,116,97.9,0.58,15.1,30.2,0.172,118.5,1,0,ATL,81,97.9,0.424,17.3,19.1,0.093,82.8,0,2020,2019-12-28,True
2916,DAL,107,96.7,0.583,17.2,15.8,0.205,110.7,0,1,GSW,101,96.7,0.489,9.1,23.5,0.132,104.5,1,2022,2022-02-27,True
2917,GSW,101,96.7,0.489,9.1,23.5,0.132,104.5,1,0,DAL,107,96.7,0.583,17.2,15.8,0.205,110.7,0,2022,2022-02-27,False
2918,CHO,105,95.0,0.471,8.4,34.5,0.088,110.5,0,1,ATL,115,95.0,0.598,11.6,20.5,0.207,121.0,1,2022,2021-11-20,False
2919,ATL,115,95.0,0.598,11.6,20.5,0.207,121.0,1,0,CHO,105,95.0,0.471,8.4,34.5,0.088,110.5,0,2022,2021-11-20,True
2920,CLE,105,97.0,0.602,17.1,15.4,0.06,108.2,0,1,CHI,111,97.0,0.505,10.4,37.2,0.146,114.4,1,2017,2016-12-02,False
2921,CHI,111,97.0,0.505,10.4,37.2,0.146,114.4,1,0,CLE,105,97.0,0.602,17.1,15.4,0.06,108.2,0,2017,2016-12-02,True
2922,CLE,135,98.7,0.676,10.3,18.2,0.235,136.8,0,1,BOS,102,98.7,0.494,15.8,27.3,0.198,103.4,1,2017,2017-05-25,True
2923,BOS,102,98.7,0.494,15.8,27.3,0.198,103.4,1,0,CLE,135,98.7,0.676,10.3,18.2,0.235,136.8,0,2017,2017-05-25,False
2924,SAS,105,90.7,0.482,12.0,34.9,0.317,115.7,0,1,LAC,97,90.7,0.487,11.8,18.2,0.253,106.9,1,2017,2017-02-24,True
2925,LAC,97,90.7,0.487,11.8,18.2,0.253,106.9,1,0,SAS,105,90.7,0.482,12.0,34.9,0.317,115.7,0,2017,2017-02-24,False
2926,DAL,95,95.9,0.444,9.2,20.4,0.167,99.1,0,1,MIN,116,95.9,0.577,8.7,14.6,0.226,121.0,1,2022,2022-03-25,False
2927,MIN,116,95.9,0.577,8.7,14.6,0.226,121.0,1,0,DAL,95,95.9,0.444,9.2,20.4,0.167,99.1,0,2022,2022-03-25,True
2928,DEN,95,93.9,0.41,6.3,25.9,0.191,101.2,0,1,POR,115,93.9,0.571,5.9,10.8,0.226,122.5,1,2021,2021-05-29,False
2929,POR,115,93.9,0.571,5.9,10.8,0.226,122.5,1,0,DEN,95,93.9,0.41,6.3,25.9,0.191,101.2,0,2021,2021-05-29,True
2930,GSW,116,94.4,0.622,10.7,12.8,0.171,122.9,0,1,DEN,100,94.4,0.466,13.2,38.8,0.218,105.9,1,2020,2020-03-03,True
2931,DEN,100,94.4,0.466,13.2,38.8,0.218,105.9,1,0,GSW,116,94.4,0.622,10.7,12.8,0.171,122.9,0,2020,2020-03-03,False
2932,TOR,87,89.0,0.378,8.4,30.6,0.256,97.8,0,1,ORL,92,89.0,0.487,12.2,17.1,0.221,103.4,1,2016,2015-11-06,False
2933,ORL,92,89.0,0.487,12.2,17.1,0.221,103.4,1,0,TOR,87,89.0,0.378,8.4,30.6,0.256,97.8,0,2016,2015-11-06,True
2934,OKC,117,98.7,0.573,13.8,20.0,0.28,118.5,0,1,MIN,104,98.7,0.484,8.2,17.0,0.176,105.4,1,2020,2020-01-13,True
2935,MIN,104,98.7,0.484,8.2,17.0,0.176,105.4,1,0,OKC,117,98.7,0.573,13.8,20.0,0.28,118.5,0,2020,2020-01-13,False
2936,UTA,104,96.8,0.474,9.6,28.6,0.147,107.4,0,1,MIN,105,96.8,0.542,14.8,19.5,0.181,108.4,1,2021,2021-04-26,False
2937,MIN,105,96.8,0.542,14.8,19.5,0.181,108.4,1,0,UTA,104,96.8,0.474,9.6,28.6,0.147,107.4,0,2021,2021-04-26,True
2938,IND,73,95.4,0.339,11.1,21.8,0.161,76.5,0,1,TOR,92,95.4,0.482,17.3,22.0,0.131,96.4,1,2018,2018-04-06,False
2939,TOR,92,95.4,0.482,17.3,22.0,0.131,96.4,1,0,IND,73,95.4,0.339,11.1,21.8,0.161,76.5,0,2018,2018-04-06,True
2940,ORL,102,97.2,0.448,12.6,22.9,0.291,105.0,0,1,CLE,122,97.2,0.646,11.6,13.5,0.195,125.6,1,2017,2017-04-04,False
2941,CLE,122,97.2,0.646,11.6,13.5,0.195,125.6,1,0,ORL,102,97.2,0.448,12.6,22.9,0.291,105.0,0,2017,2017-04-04,True
2942,ATL,103,96.8,0.517,12.8,22.2,0.124,106.4,0,1,GSW,110,96.8,0.495,11.5,28.9,0.22,113.6,1,2019,2018-11-13,False
2943,GSW,110,96.8,0.495,11.5,28.9,0.22,113.6,1,0,ATL,103,96.8,0.517,12.8,22.2,0.124,106.4,0,2019,2018-11-13,True
2944,MIN,116,102.3,0.522,12.0,23.8,0.231,113.4,0,1,DEN,123,102.3,0.57,12.4,23.8,0.418,120.2,1,2021,2021-01-05,False
2945,DEN,123,102.3,0.57,12.4,23.8,0.418,120.2,1,0,MIN,116,102.3,0.522,12.0,23.8,0.231,113.4,0,2021,2021-01-05,True
2946,SAS,130,102.6,0.559,11.7,32.5,0.28,126.7,0,1,PHI,132,102.6,0.609,11.5,20.5,0.299,128.6,1,2020,2020-08-03,False
2947,PHI,132,102.6,0.609,11.5,20.5,0.299,128.6,1,0,SAS,130,102.6,0.559,11.7,32.5,0.28,126.7,0,2020,2020-08-03,True
2948,NYK,103,92.7,0.511,11.8,28.6,0.11,111.1,0,1,PHI,96,92.7,0.456,7.5,22.6,0.143,103.5,1,2022,2021-11-08,True
2949,PHI,96,92.7,0.456,7.5,22.6,0.143,103.5,1,0,NYK,103,92.7,0.511,11.8,28.6,0.11,111.1,0,2022,2021-11-08,False
2950,SAS,116,93.0,0.576,8.8,24.3,0.212,124.7,0,1,MIN,91,93.0,0.481,14.7,15.9,0.19,97.9,1,2016,2016-03-08,True
2951,MIN,91,93.0,0.481,14.7,15.9,0.19,97.9,1,0,SAS,116,93.0,0.576,8.8,24.3,0.212,124.7,0,2016,2016-03-08,False
2952,OKC,110,102.6,0.454,10.6,30.8,0.227,107.3,0,1,DEN,104,102.6,0.464,14.7,25.0,0.325,101.4,1,2016,2016-01-19,True
2953,DEN,104,102.6,0.464,14.7,25.0,0.325,101.4,1,0,OKC,110,102.6,0.454,10.6,30.8,0.227,107.3,0,2016,2016-01-19,False
2954,LAL,94,98.3,0.489,15.6,21.4,0.103,95.6,0,1,MEM,92,98.3,0.471,12.3,10.4,0.115,93.6,1,2021,2021-01-05,True
2955,MEM,92,98.3,0.471,12.3,10.4,0.115,93.6,1,0,LAL,94,98.3,0.489,15.6,21.4,0.103,95.6,0,2021,2021-01-05,False
2956,NOP,99,88.1,0.527,15.1,17.1,0.284,112.4,0,1,MEM,101,88.1,0.52,10.2,28.2,0.307,114.7,1,2016,2016-01-18,False
2957,MEM,101,88.1,0.52,10.2,28.2,0.307,114.7,1,0,NOP,99,88.1,0.527,15.1,17.1,0.284,112.4,0,2016,2016-01-18,True
2958,SAS,103,87.3,0.531,6.2,19.5,0.21,118.0,0,1,CLE,117,87.3,0.604,9.0,29.4,0.22,134.0,1,2016,2016-01-30,False
2959,CLE,117,87.3,0.604,9.0,29.4,0.22,134.0,1,0,SAS,103,87.3,0.531,6.2,19.5,0.21,118.0,0,2016,2016-01-30,True
2960,CHI,113,101.0,0.511,9.8,18.4,0.247,111.9,0,1,MIL,116,101.0,0.563,11.0,18.2,0.207,114.8,1,2019,2018-11-28,False
2961,MIL,116,101.0,0.563,11.0,18.2,0.207,114.8,1,0,CHI,113,101.0,0.511,9.8,18.4,0.247,111.9,0,2019,2018-11-28,True
2962,MIA,112,98.4,0.521,12.8,15.9,0.113,103.1,0,1,GSW,120,98.4,0.547,13.3,17.6,0.168,110.4,1,2021,2021-02-17,False
2963,GSW,120,98.4,0.547,13.3,17.6,0.168,110.4,1,0,MIA,112,98.4,0.521,12.8,15.9,0.113,103.1,0,2021,2021-02-17,True
2964,OKC,114,106.3,0.557,15.4,18.8,0.195,107.2,0,1,NOP,118,106.3,0.485,13.4,36.2,0.247,111.0,1,2019,2018-12-12,False
2965,NOP,118,106.3,0.485,13.4,36.2,0.247,111.0,1,0,OKC,114,106.3,0.557,15.4,18.8,0.195,107.2,0,2019,2018-12-12,True
2966,MIL,118,97.8,0.542,7.1,26.7,0.158,120.6,0,1,PHI,109,97.8,0.476,6.1,24.5,0.107,111.4,1,2022,2021-11-09,True
2967,PHI,109,97.8,0.476,6.1,24.5,0.107,111.4,1,0,MIL,118,97.8,0.542,7.1,26.7,0.158,120.6,0,2022,2021-11-09,False
2968,POR,112,97.0,0.534,10.1,18.4,0.191,115.5,0,1,MIN,114,97.0,0.582,11.7,13.2,0.397,117.5,1,2021,2021-03-14,False
2969,MIN,114,97.0,0.582,11.7,13.2,0.397,117.5,1,0,POR,112,97.0,0.534,10.1,18.4,0.191,115.5,0,2021,2021-03-14,True
2970,OKC,99,89.1,0.408,7.8,40.0,0.261,111.1,0,1,PHO,120,89.1,0.566,6.8,31.6,0.313,134.6,1,2017,2017-04-07,False
2971,PHO,120,89.1,0.566,6.8,31.6,0.313,134.6,1,0,OKC,99,89.1,0.408,7.8,40.0,0.261,111.1,0,2017,2017-04-07,True
2972,MEM,111,93.7,0.589,11.7,16.7,0.143,118.5,0,1,CLE,116,93.7,0.633,10.5,3.2,0.28,123.8,1,2018,2017-12-02,False
2973,CLE,116,93.7,0.633,10.5,3.2,0.28,123.8,1,0,MEM,111,93.7,0.589,11.7,16.7,0.143,118.5,0,2018,2017-12-02,True
2974,CHI,121,96.5,0.659,11.7,13.5,0.159,125.4,0,1,CHO,109,96.5,0.5,7.2,23.9,0.172,112.9,1,2022,2022-02-09,True
2975,CHO,109,96.5,0.5,7.2,23.9,0.172,112.9,1,0,CHI,121,96.5,0.659,11.7,13.5,0.159,125.4,0,2022,2022-02-09,False
2976,BRK,106,94.6,0.471,9.0,29.2,0.276,112.0,0,1,IND,105,94.6,0.527,5.8,13.3,0.087,111.0,1,2020,2020-02-10,True
2977,IND,105,94.6,0.527,5.8,13.3,0.087,111.0,1,0,BRK,106,94.6,0.471,9.0,29.2,0.276,112.0,0,2020,2020-02-10,False
2978,GSW,119,100.0,0.483,10.9,34.8,0.371,119.0,0,1,PHI,108,100.0,0.512,19.0,29.3,0.293,108.0,1,2017,2017-02-27,True
2979,PHI,108,100.0,0.512,19.0,29.3,0.293,108.0,1,0,GSW,119,100.0,0.483,10.9,34.8,0.371,119.0,0,2017,2017-02-27,False
2980,SAC,94,92.0,0.506,14.2,27.8,0.094,102.2,0,1,MEM,93,92.0,0.476,14.0,27.3,0.155,101.1,1,2018,2018-04-06,True
2981,MEM,93,92.0,0.476,14.0,27.3,0.155,101.1,1,0,SAC,94,92.0,0.506,14.2,27.8,0.094,102.2,0,2018,2018-04-06,False
2982,SAS,109,93.3,0.537,14.8,31.7,0.272,116.9,0,1,BOS,103,93.3,0.527,9.5,20.0,0.077,110.4,1,2017,2016-11-25,True
2983,BOS,103,93.3,0.527,9.5,20.0,0.077,110.4,1,0,SAS,109,93.3,0.537,14.8,31.7,0.272,116.9,0,2017,2016-11-25,False
2984,NOP,90,100.6,0.388,10.3,25.4,0.181,89.5,0,1,LAC,111,100.6,0.524,11.9,12.5,0.289,110.4,1,2016,2015-11-27,False
2985,LAC,111,100.6,0.524,11.9,12.5,0.289,110.4,1,0,NOP,90,100.6,0.388,10.3,25.4,0.181,89.5,0,2016,2015-11-27,True
2986,DEN,111,105.0,0.5,13.1,11.9,0.306,105.7,0,1,OKC,105,105.0,0.465,10.0,26.9,0.109,100.0,1,2017,2017-04-12,True
2987,OKC,105,105.0,0.465,10.0,26.9,0.109,100.0,1,0,DEN,111,105.0,0.5,13.1,11.9,0.306,105.7,0,2017,2017-04-12,False
2988,PHO,122,97.2,0.548,8.3,26.8,0.373,125.5,0,1,WAS,116,97.2,0.5,10.2,30.6,0.261,119.3,1,2018,2017-11-01,True
2989,WAS,116,97.2,0.5,10.2,30.6,0.261,119.3,1,0,PHO,122,97.2,0.548,8.3,26.8,0.373,125.5,0,2018,2017-11-01,False
2990,DEN,97,97.6,0.554,14.8,7.1,0.06,99.4,0,1,DAL,113,97.6,0.522,8.9,26.0,0.185,115.8,1,2020,2020-03-11,False
2991,DAL,113,97.6,0.522,8.9,26.0,0.185,115.8,1,0,DEN,97,97.6,0.554,14.8,7.1,0.06,99.4,0,2020,2020-03-11,True
2992,SAC,123,109.7,0.485,10.2,25.5,0.273,112.1,0,1,GSW,125,109.7,0.559,12.5,17.4,0.213,113.9,1,2019,2019-02-21,False
2993,GSW,125,109.7,0.559,12.5,17.4,0.213,113.9,1,0,SAC,123,109.7,0.485,10.2,25.5,0.273,112.1,0,2019,2019-02-21,True
2994,SAC,111,95.9,0.623,17.8,22.9,0.123,115.8,0,1,DAL,99,95.9,0.457,14.5,30.2,0.309,103.2,1,2021,2021-05-02,True
2995,DAL,99,95.9,0.457,14.5,30.2,0.309,103.2,1,0,SAC,111,95.9,0.623,17.8,22.9,0.123,115.8,0,2021,2021-05-02,False
2996,PHI,108,100.2,0.494,13.8,30.8,0.253,107.8,0,1,NYK,105,100.2,0.488,9.2,13.7,0.244,104.8,1,2019,2019-01-13,True
2997,NYK,105,100.2,0.488,9.2,13.7,0.244,104.8,1,0,PHI,108,100.2,0.494,13.8,30.8,0.253,107.8,0,2019,2019-01-13,False
2998,LAC,115,95.1,0.571,15.2,25.7,0.333,120.9,0,1,TOR,96,95.1,0.465,12.1,18.4,0.186,100.9,1,2021,2021-05-11,True
2999,TOR,96,95.1,0.465,12.1,18.4,0.186,100.9,1,0,LAC,115,95.1,0.571,15.2,25.7,0.333,120.9,0,2021,2021-05-11,False
3000,WAS,98,99.5,0.506,12.3,4.9,0.128,98.5,0,1,OKC,114,99.5,0.56,15.9,35.9,0.253,114.6,1,2016,2016-02-01,False
3001,OKC,114,99.5,0.56,15.9,35.9,0.253,114.6,1,0,WAS,98,99.5,0.506,12.3,4.9,0.128,98.5,0,2016,2016-02-01,True
3002,GSW,118,99.9,0.579,15.6,31.0,0.169,118.1,0,1,ORL,98,99.9,0.474,10.4,23.5,0.073,98.1,1,2017,2017-01-22,True
3003,ORL,98,99.9,0.474,10.4,23.5,0.073,98.1,1,0,GSW,118,99.9,0.579,15.6,31.0,0.169,118.1,0,2017,2017-01-22,False
3004,CLE,113,93.9,0.558,9.3,25.0,0.198,120.4,0,1,PHO,119,93.9,0.583,9.2,31.8,0.156,126.8,1,2021,2021-02-08,False
3005,PHO,119,93.9,0.583,9.2,31.8,0.156,126.8,1,0,CLE,113,93.9,0.558,9.3,25.0,0.198,120.4,0,2021,2021-02-08,True
3006,DEN,110,94.0,0.548,15.4,30.8,0.214,117.0,0,1,TOR,109,94.0,0.557,6.8,17.4,0.125,116.0,1,2022,2022-02-12,True
3007,TOR,109,94.0,0.557,6.8,17.4,0.125,116.0,1,0,DEN,110,94.0,0.548,15.4,30.8,0.214,117.0,0,2022,2022-02-12,False
3008,CHO,99,97.6,0.441,7.8,26.3,0.17,101.5,0,1,CLE,100,97.6,0.536,11.8,7.0,0.133,102.5,1,2018,2017-11-24,False
3009,CLE,100,97.6,0.536,11.8,7.0,0.133,102.5,1,0,CHO,99,97.6,0.441,7.8,26.3,0.17,101.5,0,2018,2017-11-24,True
3010,MIA,108,92.3,0.541,11.3,29.7,0.188,117.1,0,1,PHI,104,92.3,0.489,11.7,29.4,0.178,112.7,1,2020,2019-12-18,True
3011,PHI,104,92.3,0.489,11.7,29.4,0.178,112.7,1,0,MIA,108,92.3,0.541,11.3,29.7,0.188,117.1,0,2020,2019-12-18,False
3012,MIN,118,100.2,0.588,13.3,24.4,0.121,117.8,0,1,HOU,123,100.2,0.562,8.6,29.1,0.144,122.8,1,2017,2017-04-12,False
3013,HOU,123,100.2,0.562,8.6,29.1,0.144,122.8,1,0,MIN,118,100.2,0.588,13.3,24.4,0.121,117.8,0,2017,2017-04-12,True
3014,ORL,86,102.3,0.445,17.3,10.2,0.159,84.1,0,1,MIL,102,102.3,0.478,13.9,24.0,0.165,99.7,1,2018,2018-04-09,False
3015,MIL,102,102.3,0.478,13.9,24.0,0.165,99.7,1,0,ORL,86,102.3,0.445,17.3,10.2,0.159,84.1,0,2018,2018-04-09,True
3016,CHO,114,101.9,0.495,8.5,22.0,0.211,111.8,0,1,IND,97,101.9,0.524,18.1,21.4,0.134,95.2,1,2021,2021-04-02,True
3017,IND,97,101.9,0.524,18.1,21.4,0.134,95.2,1,0,CHO,114,101.9,0.495,8.5,22.0,0.211,111.8,0,2021,2021-04-02,False
3018,ATL,83,90.4,0.37,13.0,32.7,0.284,91.8,0,1,PHI,127,90.4,0.629,6.6,26.8,0.169,140.5,1,2021,2021-04-28,False
3019,PHI,127,90.4,0.629,6.6,26.8,0.169,140.5,1,0,ATL,83,90.4,0.37,13.0,32.7,0.284,91.8,0,2021,2021-04-28,True
3020,PHO,102,103.4,0.451,8.9,13.5,0.207,98.7,0,1,ORL,99,103.4,0.418,9.6,15.1,0.239,95.8,1,2022,2022-03-08,True
3021,ORL,99,103.4,0.418,9.6,15.1,0.239,95.8,1,0,PHO,102,103.4,0.451,8.9,13.5,0.207,98.7,0,2022,2022-03-08,False
3022,SAC,92,94.5,0.409,12.4,29.2,0.227,97.3,0,1,BOS,97,94.5,0.472,12.1,22.9,0.159,102.6,1,2017,2016-12-02,False
