,team,total,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg,Home,index_opp,team_opp,total_opp,Pace_opp,eFG%_opp,TOV%_opp,ORB%_opp,FT/FGA_opp,ORtg_opp,Home_opp,season,date,won
8029,SAC,117,104.7,0.495,11.3,30.2,0.168,111.7,1,0,LAL,116,104.7,0.568,14.8,22.0,0.182,110.8,0,2019,2018-12-27,True
8030,IND,99,94.8,0.556,17.4,15.8,0.111,104.4,0,1,BOS,97,94.8,0.494,15.1,23.3,0.21,102.3,1,2018,2018-03-11,True
8031,BOS,97,94.8,0.494,15.1,23.3,0.21,102.3,1,0,IND,99,94.8,0.556,17.4,15.8,0.111,104.4,0,2018,2018-03-11,False
8032,HOU,96,96.6,0.5,16.4,23.3,0.157,99.4,0,1,CHI,88,96.6,0.437,18.6,10.3,0.366,91.1,1,2019,2018-11-03,True
8033,CHI,88,96.6,0.437,18.6,10.3,0.366,91.1,1,0,HOU,96,96.6,0.5,16.4,23.3,0.157,99.4,0,2019,2018-11-03,False
8034,UTA,85,91.8,0.456,18.1,27.9,0.15,92.6,0,1,GSW,103,91.8,0.524,14.3,24.3,0.193,112.3,1,2016,2015-12-23,False
8035,GSW,103,91.8,0.524,14.3,24.3,0.193,112.3,1,0,UTA,85,91.8,0.456,18.1,27.9,0.15,92.6,0,2016,2015-12-23,True
8036,WAS,122,95.7,0.598,12.2,22.2,0.293,127.5,0,1,DET,112,95.7,0.563,13.3,21.2,0.275,117.0,1,2018,2018-01-19,True
8037,DET,112,95.7,0.563,13.3,21.2,0.275,117.0,1,0,WAS,122,95.7,0.598,12.2,22.2,0.293,127.5,0,2018,2018-01-19,False
8038,SAC,102,91.5,0.495,9.4,22.2,0.132,111.5,0,1,CHO,110,91.5,0.562,14.7,41.0,0.235,120.2,1,2020,2019-12-17,False
8039,CHO,110,91.5,0.562,14.7,41.0,0.235,120.2,1,0,SAC,102,91.5,0.495,9.4,22.2,0.132,111.5,0,2020,2019-12-17,True
8040,LAL,109,96.2,0.536,10.3,22.0,0.241,113.3,0,1,UTA,122,96.2,0.594,7.4,22.5,0.167,126.9,1,2022,2022-03-31,False
8041,UTA,122,96.2,0.594,7.4,22.5,0.167,126.9,1,0,LAL,109,96.2,0.536,10.3,22.0,0.241,113.3,0,2022,2022-03-31,True
8042,NYK,101,95.8,0.488,12.7,25.6,0.226,105.5,0,1,TOR,116,95.8,0.539,9.2,25.0,0.225,121.1,1,2017,2017-01-15,False
8043,TOR,116,95.8,0.539,9.2,25.0,0.225,121.1,1,0,NYK,101,95.8,0.488,12.7,25.6,0.226,105.5,0,2017,2017-01-15,True
8044,GSW,101,98.4,0.464,15.1,26.1,0.274,102.7,0,1,MEM,111,98.4,0.532,13.0,15.0,0.377,112.8,1,2018,2017-10-21,False
8045,MEM,111,98.4,0.532,13.0,15.0,0.377,112.8,1,0,GSW,101,98.4,0.464,15.1,26.1,0.274,102.7,0,2018,2017-10-21,True
8046,HOU,111,103.5,0.543,11.2,18.5,0.096,107.3,0,1,ORL,119,103.5,0.584,15.8,24.4,0.265,115.0,1,2022,2022-02-25,False
8047,ORL,119,103.5,0.584,15.8,24.4,0.265,115.0,1,0,HOU,111,103.5,0.543,11.2,18.5,0.096,107.3,0,2022,2022-02-25,True
8048,DEN,110,109.2,0.511,15.1,19.1,0.2,100.7,0,1,SAC,116,109.2,0.554,18.5,16.7,0.289,106.2,1,2016,2016-02-19,False
8049,SAC,116,109.2,0.554,18.5,16.7,0.289,106.2,1,0,DEN,110,109.2,0.511,15.1,19.1,0.2,100.7,0,2016,2016-02-19,True
8050,TOR,101,103.4,0.542,17.9,13.0,0.119,97.7,0,1,CLE,126,103.4,0.564,10.4,22.9,0.213,121.9,1,2019,2019-03-11,False
8051,CLE,126,103.4,0.564,10.4,22.9,0.213,121.9,1,0,TOR,101,103.4,0.542,17.9,13.0,0.119,97.7,0,2019,2019-03-11,True
8052,UTA,115,97.2,0.53,12.6,12.8,0.079,107.1,0,1,LAL,127,97.2,0.575,12.0,26.2,0.215,118.3,1,2021,2021-04-17,False
8053,LAL,127,97.2,0.575,12.0,26.2,0.215,118.3,1,0,UTA,115,97.2,0.53,12.6,12.8,0.079,107.1,0,2021,2021-04-17,True
8054,LAC,108,97.5,0.534,10.1,23.3,0.159,110.8,0,1,GSW,112,97.5,0.518,10.8,22.5,0.282,114.9,1,2016,2015-11-04,False
8055,GSW,112,97.5,0.518,10.8,22.5,0.282,114.9,1,0,LAC,108,97.5,0.534,10.1,23.3,0.159,110.8,0,2016,2015-11-04,True
8056,MIL,123,104.8,0.596,13.2,15.6,0.289,117.4,0,1,BOS,116,104.8,0.531,15.2,14.0,0.37,110.7,1,2019,2019-05-03,True
8057,BOS,116,104.8,0.531,15.2,14.0,0.37,110.7,1,0,MIL,123,104.8,0.596,13.2,15.6,0.289,117.4,0,2019,2019-05-03,False
8058,TOR,103,96.0,0.478,6.6,13.5,0.189,107.3,0,1,OKC,113,96.0,0.535,15.5,40.4,0.244,117.7,1,2021,2021-03-31,False
8059,OKC,113,96.0,0.535,15.5,40.4,0.244,117.7,1,0,TOR,103,96.0,0.478,6.6,13.5,0.189,107.3,0,2021,2021-03-31,True
8060,NOP,97,95.4,0.431,13.6,27.7,0.35,101.6,0,1,PHO,112,95.4,0.558,8.7,15.0,0.186,117.3,1,2022,2022-04-26,False
8061,PHO,112,95.4,0.558,8.7,15.0,0.186,117.3,1,0,NOP,97,95.4,0.431,13.6,27.7,0.35,101.6,0,2022,2022-04-26,True
8062,PHI,120,97.5,0.574,8.0,29.3,0.116,123.1,0,1,BRK,97,97.5,0.447,15.9,26.5,0.247,99.5,1,2018,2018-03-11,True
8063,BRK,97,97.5,0.447,15.9,26.5,0.247,99.5,1,0,PHI,120,97.5,0.574,8.0,29.3,0.116,123.1,0,2018,2018-03-11,False
8064,ATL,97,91.5,0.48,10.2,14.6,0.351,106.0,0,1,DAL,82,91.5,0.445,13.9,12.8,0.11,89.6,1,2017,2017-01-07,True
8065,DAL,82,91.5,0.445,13.9,12.8,0.11,89.6,1,0,ATL,97,91.5,0.48,10.2,14.6,0.351,106.0,0,2017,2017-01-07,False
8066,SAC,79,89.2,0.412,12.5,23.1,0.106,88.6,0,1,DEN,96,89.2,0.494,14.6,40.0,0.141,107.7,1,2018,2017-10-21,False
8067,DEN,96,89.2,0.494,14.6,40.0,0.141,107.7,1,0,SAC,79,89.2,0.412,12.5,23.1,0.106,88.6,0,2018,2017-10-21,True
8068,TOR,114,101.3,0.458,9.7,35.8,0.271,112.5,0,1,LAL,103,101.3,0.466,11.5,16.7,0.253,101.6,1,2022,2022-03-14,True
8069,LAL,103,101.3,0.466,11.5,16.7,0.253,101.6,1,0,TOR,114,101.3,0.458,9.7,35.8,0.271,112.5,0,2022,2022-03-14,False
8070,DET,120,96.5,0.547,7.8,35.3,0.156,124.3,0,1,POR,103,96.5,0.599,20.8,20.0,0.158,106.7,1,2016,2015-11-08,True
8071,POR,103,96.5,0.599,20.8,20.0,0.158,106.7,1,0,DET,120,96.5,0.547,7.8,35.3,0.156,124.3,0,2016,2015-11-08,False
8072,CLE,108,90.2,0.494,12.3,25.5,0.225,108.4,0,1,NOP,114,90.2,0.547,13.2,26.2,0.247,114.4,1,2016,2015-12-04,False
8073,NOP,114,90.2,0.547,13.2,26.2,0.247,114.4,1,0,CLE,108,90.2,0.494,12.3,25.5,0.225,108.4,0,2016,2015-12-04,True
8074,PHI,83,89.1,0.437,14.2,27.7,0.08,93.2,0,1,UTA,100,89.1,0.582,14.1,24.3,0.205,112.3,1,2017,2016-12-29,False
8075,UTA,100,89.1,0.582,14.1,24.3,0.205,112.3,1,0,PHI,83,89.1,0.437,14.2,27.7,0.08,93.2,0,2017,2016-12-29,True
8076,GSW,119,96.9,0.606,9.0,7.9,0.275,122.8,0,1,HOU,106,96.9,0.535,12.1,17.1,0.176,109.4,1,2018,2018-05-14,True
8077,HOU,106,96.9,0.535,12.1,17.1,0.176,109.4,1,0,GSW,119,96.9,0.606,9.0,7.9,0.275,122.8,0,2018,2018-05-14,False
8078,IND,126,99.7,0.575,10.0,17.9,0.299,126.4,0,1,CHO,133,99.7,0.62,13.3,31.4,0.361,133.4,1,2018,2018-02-02,False
8079,CHO,133,99.7,0.62,13.3,31.4,0.361,133.4,1,0,IND,126,99.7,0.575,10.0,17.9,0.299,126.4,0,2018,2018-02-02,True
8080,MEM,110,90.3,0.568,6.4,6.1,0.37,121.8,0,1,MIA,107,90.3,0.562,8.9,20.0,0.198,118.4,1,2017,2016-11-26,True
8081,MIA,107,90.3,0.562,8.9,20.0,0.198,118.4,1,0,MEM,110,90.3,0.568,6.4,6.1,0.37,121.8,0,2017,2016-11-26,False
8082,MIN,127,105.2,0.486,9.8,24.0,0.204,109.3,0,1,BRK,126,105.2,0.55,12.5,20.0,0.149,108.5,1,2020,2019-10-23,True
8083,BRK,126,105.2,0.55,12.5,20.0,0.149,108.5,1,0,MIN,127,105.2,0.486,9.8,24.0,0.204,109.3,0,2020,2019-10-23,False
8084,NYK,95,87.6,0.494,14.0,39.0,0.129,108.4,0,1,DET,92,87.6,0.587,17.4,8.8,0.159,105.0,1,2020,2020-02-08,True
8085,DET,92,87.6,0.587,17.4,8.8,0.159,105.0,1,0,NYK,95,87.6,0.494,14.0,39.0,0.129,108.4,0,2020,2020-02-08,False
8086,DAL,91,96.0,0.435,5.8,9.8,0.12,94.8,0,1,DET,98,96.0,0.476,14.1,20.9,0.244,102.1,1,2017,2017-02-15,False
8087,DET,98,96.0,0.476,14.1,20.9,0.244,102.1,1,0,DAL,91,96.0,0.435,5.8,9.8,0.12,94.8,0,2017,2017-02-15,True
8088,MIL,95,90.1,0.48,13.0,26.2,0.307,105.4,0,1,MIN,85,90.1,0.411,14.5,30.2,0.19,94.3,1,2016,2016-01-02,True
8089,MIN,85,90.1,0.411,14.5,30.2,0.19,94.3,1,0,MIL,95,90.1,0.48,13.0,26.2,0.307,105.4,0,2016,2016-01-02,False
8090,MIL,123,101.3,0.54,11.3,37.5,0.15,121.4,0,1,OKC,131,101.3,0.547,9.6,27.5,0.43,129.3,1,2016,2015-12-29,False
8091,OKC,131,101.3,0.547,9.6,27.5,0.43,129.3,1,0,MIL,123,101.3,0.54,11.3,37.5,0.15,121.4,0,2016,2015-12-29,True
8092,BRK,95,92.1,0.468,12.4,22.0,0.299,103.1,0,1,LAC,105,92.1,0.548,10.9,19.5,0.169,114.0,1,2016,2016-02-29,False
8093,LAC,105,92.1,0.548,10.9,19.5,0.169,114.0,1,0,BRK,95,92.1,0.468,12.4,22.0,0.299,103.1,0,2016,2016-02-29,True
8094,SAC,129,111.3,0.573,10.8,18.4,0.198,115.9,0,1,NOP,149,111.3,0.674,12.7,28.6,0.221,133.9,1,2019,2018-10-19,False
8095,NOP,149,111.3,0.674,12.7,28.6,0.221,133.9,1,0,SAC,129,111.3,0.573,10.8,18.4,0.198,115.9,0,2019,2018-10-19,True
8096,CLE,121,95.3,0.633,17.3,36.4,0.266,127.0,0,1,ATL,114,95.3,0.595,16.0,22.2,0.253,119.6,1,2018,2017-11-30,True
8097,ATL,114,95.3,0.595,16.0,22.2,0.253,119.6,1,0,CLE,121,95.3,0.633,17.3,36.4,0.266,127.0,0,2018,2017-11-30,False
8098,SAC,98,105.0,0.44,14.9,23.5,0.185,93.3,0,1,UTA,119,105.0,0.606,14.3,16.7,0.188,113.3,1,2019,2019-04-05,False
8099,UTA,119,105.0,0.606,14.3,16.7,0.188,113.3,1,0,SAC,98,105.0,0.44,14.9,23.5,0.185,93.3,0,2019,2019-04-05,True
8100,GSW,99,99.8,0.488,16.8,23.9,0.188,99.2,0,1,UTA,129,99.8,0.659,10.2,21.2,0.099,129.3,1,2018,2018-01-30,False
8101,UTA,129,99.8,0.659,10.2,21.2,0.099,129.3,1,0,GSW,99,99.8,0.488,16.8,23.9,0.188,99.2,0,2018,2018-01-30,True
8102,WAS,100,102.4,0.459,16.1,25.5,0.244,97.7,0,1,DEN,116,102.4,0.575,18.5,26.5,0.3,113.3,1,2016,2016-03-12,False
8103,DEN,116,102.4,0.575,18.5,26.5,0.3,113.3,1,0,WAS,100,102.4,0.459,16.1,25.5,0.244,97.7,0,2016,2016-03-12,True
8104,UTA,114,97.5,0.533,10.6,28.6,0.2,116.9,0,1,PHO,97,97.5,0.482,11.5,11.1,0.22,99.5,1,2019,2019-03-13,True
8105,PHO,97,97.5,0.482,11.5,11.1,0.22,99.5,1,0,UTA,114,97.5,0.533,10.6,28.6,0.2,116.9,0,2019,2019-03-13,False
8106,HOU,100,93.4,0.536,16.4,32.6,0.119,107.0,0,1,DAL,96,93.4,0.506,15.9,26.8,0.173,102.7,1,2016,2015-12-04,True
8107,DAL,96,93.4,0.506,15.9,26.8,0.173,102.7,1,0,HOU,100,93.4,0.536,16.4,32.6,0.119,107.0,0,2016,2015-12-04,False
8108,PHI,118,93.4,0.595,10.8,18.4,0.304,126.4,0,1,CLE,114,93.4,0.544,8.7,20.0,0.338,122.1,1,2022,2022-03-16,True
8109,CLE,114,93.4,0.544,8.7,20.0,0.338,122.1,1,0,PHI,118,93.4,0.595,10.8,18.4,0.304,126.4,0,2022,2022-03-16,False
8110,UTA,118,100.8,0.629,15.1,10.5,0.129,117.0,0,1,MIL,122,100.8,0.51,7.6,29.4,0.237,121.0,1,2020,2019-11-25,False
8111,MIL,122,100.8,0.51,7.6,29.4,0.237,121.0,1,0,UTA,118,100.8,0.629,15.1,10.5,0.129,117.0,0,2020,2019-11-25,True
8112,TOR,114,97.2,0.533,10.8,30.4,0.174,117.3,0,1,POR,106,97.2,0.484,10.4,23.4,0.135,109.1,1,2020,2019-11-13,True
8113,POR,106,97.2,0.484,10.4,23.4,0.135,109.1,1,0,TOR,114,97.2,0.533,10.8,30.4,0.174,117.3,0,2020,2019-11-13,False
8114,MIN,103,102.6,0.392,6.6,26.8,0.278,100.4,0,1,MIA,91,102.6,0.487,19.3,20.4,0.177,88.7,1,2016,2015-11-17,True
8115,MIA,91,102.6,0.487,19.3,20.4,0.177,88.7,1,0,MIN,103,102.6,0.392,6.6,26.8,0.278,100.4,0,2016,2015-11-17,False
8116,CHI,110,97.3,0.511,7.5,13.6,0.2,113.1,0,1,ORL,109,97.3,0.593,13.3,19.5,0.16,112.1,1,2019,2019-02-22,True
8117,ORL,109,97.3,0.593,13.3,19.5,0.16,112.1,1,0,CHI,110,97.3,0.511,7.5,13.6,0.2,113.1,0,2019,2019-02-22,False
8118,BOS,90,96.6,0.398,11.2,27.8,0.172,93.2,0,1,PHO,111,96.6,0.521,10.6,31.1,0.115,115.0,1,2022,2021-12-10,False
8119,PHO,111,96.6,0.521,10.6,31.1,0.115,115.0,1,0,BOS,90,96.6,0.398,11.2,27.8,0.172,93.2,0,2022,2021-12-10,True
8120,NYK,106,93.4,0.535,9.8,15.9,0.176,113.5,0,1,CLE,86,93.4,0.399,9.0,27.6,0.117,92.1,1,2020,2020-01-20,True
8121,CLE,86,93.4,0.399,9.0,27.6,0.117,92.1,1,0,NYK,106,93.4,0.535,9.8,15.9,0.176,113.5,0,2020,2020-01-20,False
8122,ATL,110,93.3,0.607,14.9,14.7,0.253,117.9,0,1,OKC,108,93.3,0.506,10.9,33.3,0.23,115.8,1,2017,2016-12-19,True
8123,OKC,108,93.3,0.506,10.9,33.3,0.23,115.8,1,0,ATL,110,93.3,0.607,14.9,14.7,0.253,117.9,0,2017,2016-12-19,False
8124,GSW,119,98.2,0.603,13.5,22.5,0.087,121.2,0,1,CLE,101,98.2,0.494,12.3,17.4,0.259,102.8,1,2021,2021-04-15,True
8125,CLE,101,98.2,0.494,12.3,17.4,0.259,102.8,1,0,GSW,119,98.2,0.603,13.5,22.5,0.087,121.2,0,2021,2021-04-15,False
8126,CHI,108,97.2,0.538,11.4,14.0,0.308,111.1,0,1,MEM,104,97.2,0.479,9.0,24.1,0.137,107.0,1,2017,2017-01-15,True
8127,MEM,104,97.2,0.479,9.0,24.1,0.137,107.0,1,0,CHI,108,97.2,0.538,11.4,14.0,0.308,111.1,0,2017,2017-01-15,False
8128,DEN,88,89.1,0.43,13.5,30.6,0.253,98.8,0,1,UTA,97,89.1,0.534,14.3,14.7,0.26,108.9,1,2016,2015-12-18,False
8129,UTA,97,89.1,0.534,14.3,14.7,0.26,108.9,1,0,DEN,88,89.1,0.43,13.5,30.6,0.253,98.8,0,2016,2015-12-18,True
8130,PHI,94,107.5,0.439,17.0,15.7,0.268,87.4,0,1,TOR,128,107.5,0.545,11.0,19.5,0.348,119.1,1,2018,2017-10-21,False
8131,TOR,128,107.5,0.545,11.0,19.5,0.348,119.1,1,0,PHI,94,107.5,0.439,17.0,15.7,0.268,87.4,0,2018,2017-10-21,True
8132,CHI,106,102.1,0.506,14.8,24.4,0.167,103.8,0,1,BRK,107,102.1,0.478,11.2,19.6,0.207,104.8,1,2017,2017-04-08,False
8133,BRK,107,102.1,0.478,11.2,19.6,0.207,104.8,1,0,CHI,106,102.1,0.506,14.8,24.4,0.167,103.8,0,2017,2017-04-08,True
8134,GSW,124,100.5,0.588,10.7,27.5,0.187,123.3,0,1,PHI,116,100.5,0.536,9.6,22.9,0.124,115.4,1,2018,2017-11-18,True
8135,PHI,116,100.5,0.536,9.6,22.9,0.124,115.4,1,0,GSW,124,100.5,0.588,10.7,27.5,0.187,123.3,0,2018,2017-11-18,False
8136,LAL,94,97.2,0.437,9.1,22.0,0.207,96.7,0,1,LAC,118,97.2,0.617,19.9,28.1,0.299,121.4,1,2021,2021-05-06,False
8137,LAC,118,97.2,0.617,19.9,28.1,0.299,121.4,1,0,LAL,94,97.2,0.437,9.1,22.0,0.207,96.7,0,2021,2021-05-06,True
8138,SAS,90,89.2,0.396,9.8,35.0,0.198,100.9,0,1,NYK,94,89.2,0.566,19.7,16.7,0.25,105.4,1,2017,2017-02-12,False
8139,NYK,94,89.2,0.566,19.7,16.7,0.25,105.4,1,0,SAS,90,89.2,0.396,9.8,35.0,0.198,100.9,0,2017,2017-02-12,True
8140,OKC,80,103.7,0.353,15.0,25.0,0.163,77.1,0,1,HOU,114,103.7,0.525,9.4,18.9,0.09,109.9,1,2020,2020-08-29,False
8141,HOU,114,103.7,0.525,9.4,18.9,0.09,109.9,1,0,OKC,80,103.7,0.353,15.0,25.0,0.163,77.1,0,2020,2020-08-29,True
8142,PHO,103,95.1,0.558,16.4,13.9,0.205,108.3,0,1,MIL,109,95.1,0.438,4.4,32.7,0.247,114.6,1,2021,2021-07-14,False
8143,MIL,109,95.1,0.438,4.4,32.7,0.247,114.6,1,0,PHO,103,95.1,0.558,16.4,13.9,0.205,108.3,0,2021,2021-07-14,True
8144,IND,120,90.9,0.608,6.0,20.5,0.148,132.0,0,1,PHO,97,90.9,0.465,11.2,29.2,0.212,106.7,1,2018,2018-01-14,True
8145,PHO,97,90.9,0.465,11.2,29.2,0.212,106.7,1,0,IND,120,90.9,0.608,6.0,20.5,0.148,132.0,0,2018,2018-01-14,False
8146,IND,102,97.5,0.5,14.6,19.0,0.244,104.6,0,1,HOU,111,97.5,0.483,7.3,22.7,0.281,113.9,1,2020,2019-11-15,False
8147,HOU,111,97.5,0.483,7.3,22.7,0.281,113.9,1,0,IND,102,97.5,0.5,14.6,19.0,0.244,104.6,0,2020,2019-11-15,True
8148,DET,87,101.7,0.371,15.1,24.2,0.236,85.5,0,1,CHI,133,101.7,0.641,14.5,35.0,0.163,130.8,1,2022,2022-01-11,False
8149,CHI,133,101.7,0.641,14.5,35.0,0.163,130.8,1,0,DET,87,101.7,0.371,15.1,24.2,0.236,85.5,0,2022,2022-01-11,True
8150,ORL,108,96.4,0.5,13.8,37.5,0.187,112.1,0,1,DAL,121,96.4,0.617,14.2,18.2,0.338,125.6,1,2016,2016-03-01,False
8151,DAL,121,96.4,0.617,14.2,18.2,0.338,125.6,1,0,ORL,108,96.4,0.5,13.8,37.5,0.187,112.1,0,2016,2016-03-01,True
8152,MIA,94,89.9,0.524,13.6,24.4,0.059,104.6,0,1,CLE,105,89.9,0.543,11.9,22.2,0.21,116.8,1,2022,2021-12-13,False
8153,CLE,105,89.9,0.543,11.9,22.2,0.21,116.8,1,0,MIA,94,89.9,0.524,13.6,24.4,0.059,104.6,0,2022,2021-12-13,True
8154,MIA,104,92.3,0.423,10.6,31.4,0.214,102.0,0,1,TOR,112,92.3,0.476,11.4,18.4,0.381,109.9,1,2016,2016-03-12,False
8155,TOR,112,92.3,0.476,11.4,18.4,0.381,109.9,1,0,MIA,104,92.3,0.423,10.6,31.4,0.214,102.0,0,2016,2016-03-12,True
8156,ATL,94,95.9,0.435,11.7,26.4,0.235,98.0,0,1,NYK,104,95.9,0.534,13.7,24.4,0.114,108.5,1,2017,2016-11-20,False
8157,NYK,104,95.9,0.534,13.7,24.4,0.114,108.5,1,0,ATL,94,95.9,0.435,11.7,26.4,0.235,98.0,0,2017,2016-11-20,True
8158,ORL,122,106.5,0.584,13.3,10.0,0.202,114.5,0,1,MIL,110,106.5,0.511,13.5,20.0,0.2,103.3,1,2020,2020-08-18,True
8159,MIL,110,106.5,0.511,13.5,20.0,0.2,103.3,1,0,ORL,122,106.5,0.584,13.3,10.0,0.202,114.5,0,2020,2020-08-18,False
8160,UTA,94,96.0,0.561,18.2,8.3,0.149,97.9,0,1,IND,121,96.0,0.591,8.2,25.0,0.118,126.0,1,2019,2018-11-19,False
8161,IND,121,96.0,0.591,8.2,25.0,0.118,126.0,1,0,UTA,94,96.0,0.561,18.2,8.3,0.149,97.9,0,2019,2018-11-19,True
8162,CLE,104,91.3,0.5,6.8,23.4,0.182,113.9,0,1,NOP,108,91.3,0.55,11.6,20.5,0.25,118.3,1,2022,2021-12-28,False
8163,NOP,108,91.3,0.55,11.6,20.5,0.25,118.3,1,0,CLE,104,91.3,0.5,6.8,23.4,0.182,113.9,0,2022,2021-12-28,True
8164,PHI,109,101.9,0.594,18.3,16.7,0.175,106.9,0,1,LAL,101,101.9,0.494,17.8,17.9,0.308,99.1,1,2021,2021-03-25,True
8165,LAL,101,101.9,0.494,17.8,17.9,0.308,99.1,1,0,PHI,109,101.9,0.594,18.3,16.7,0.175,106.9,0,2021,2021-03-25,False
8166,CLE,99,98.1,0.544,13.6,7.5,0.15,100.9,0,1,DET,104,98.1,0.47,11.7,22.9,0.298,106.0,1,2016,2015-11-17,False
8167,DET,104,98.1,0.47,11.7,22.9,0.298,106.0,1,0,CLE,99,98.1,0.544,13.6,7.5,0.15,100.9,0,2016,2015-11-17,True
8168,IND,112,96.5,0.589,8.8,10.3,0.155,116.0,0,1,PHO,87,96.5,0.381,12.0,19.1,0.274,90.1,1,2020,2020-01-22,True
8169,PHO,87,96.5,0.381,12.0,19.1,0.274,90.1,1,0,IND,112,96.5,0.589,8.8,10.3,0.155,116.0,0,2020,2020-01-22,False
8170,BOS,105,102.5,0.5,15.8,20.0,0.235,102.4,0,1,HOU,116,102.5,0.513,12.8,11.6,0.481,113.1,1,2020,2020-02-11,False
8171,HOU,116,102.5,0.513,12.8,11.6,0.481,113.1,1,0,BOS,105,102.5,0.5,15.8,20.0,0.235,102.4,0,2020,2020-02-11,True
8172,SAS,111,97.3,0.573,11.3,13.2,0.101,114.1,0,1,PHO,85,97.3,0.433,12.6,26.8,0.078,87.4,1,2021,2021-04-17,True
8173,PHO,85,97.3,0.433,12.6,26.8,0.078,87.4,1,0,SAS,111,97.3,0.573,11.3,13.2,0.101,114.1,0,2021,2021-04-17,False
8174,CLE,111,91.8,0.54,14.0,27.0,0.182,109.5,0,1,IND,106,91.8,0.465,13.0,32.7,0.119,104.5,1,2016,2016-02-01,True
8175,IND,106,91.8,0.465,13.0,32.7,0.119,104.5,1,0,CLE,111,91.8,0.54,14.0,27.0,0.182,109.5,0,2016,2016-02-01,False
8176,HOU,124,108.1,0.542,12.8,27.1,0.208,114.8,0,1,LAL,115,108.1,0.52,8.5,18.0,0.11,106.4,1,2019,2018-10-20,True
8177,LAL,115,108.1,0.52,8.5,18.0,0.11,106.4,1,0,HOU,124,108.1,0.542,12.8,27.1,0.208,114.8,0,2019,2018-10-20,False
8178,HOU,100,91.0,0.541,14.1,28.6,0.081,109.9,0,1,ORL,93,91.0,0.462,13.4,36.5,0.099,102.2,1,2017,2017-01-06,True
8179,ORL,93,91.0,0.462,13.4,36.5,0.099,102.2,1,0,HOU,100,91.0,0.541,14.1,28.6,0.081,109.9,0,2017,2017-01-06,False
8180,SAS,101,94.1,0.435,8.4,21.4,0.318,107.4,0,1,GSW,116,94.1,0.622,14.7,18.8,0.244,123.3,1,2018,2018-04-16,False
8181,GSW,116,94.1,0.622,14.7,18.8,0.244,123.3,1,0,SAS,101,94.1,0.435,8.4,21.4,0.318,107.4,0,2018,2018-04-16,True
8182,LAL,102,92.3,0.516,11.7,31.8,0.088,110.6,0,1,IND,105,92.3,0.541,11.3,31.7,0.153,113.8,1,2020,2019-12-17,False
8183,IND,105,92.3,0.541,11.3,31.7,0.153,113.8,1,0,LAL,102,92.3,0.516,11.7,31.8,0.088,110.6,0,2020,2019-12-17,True
8184,IND,124,99.5,0.633,10.3,19.5,0.111,124.6,0,1,CLE,107,99.5,0.541,14.4,18.6,0.163,107.5,1,2018,2017-11-01,True
8185,CLE,107,99.5,0.541,14.4,18.6,0.163,107.5,1,0,IND,124,99.5,0.633,10.3,19.5,0.111,124.6,0,2018,2017-11-01,False
8186,POR,133,102.1,0.566,10.3,39.2,0.123,130.2,0,1,IND,112,102.1,0.523,11.7,15.9,0.256,109.7,1,2021,2021-04-27,True
8187,IND,112,102.1,0.523,11.7,15.9,0.256,109.7,1,0,POR,133,102.1,0.566,10.3,39.2,0.123,130.2,0,2021,2021-04-27,False
8188,LAL,115,108.5,0.605,19.9,15.8,0.21,106.0,0,1,NOP,128,108.5,0.599,14.2,21.4,0.135,118.0,1,2019,2019-02-23,False
8189,NOP,128,108.5,0.599,14.2,21.4,0.135,118.0,1,0,LAL,115,108.5,0.605,19.9,15.8,0.21,106.0,0,2019,2019-02-23,True
8190,MEM,103,94.1,0.472,9.8,28.3,0.227,109.4,0,1,BOS,113,94.1,0.553,15.3,36.8,0.224,120.1,1,2017,2016-12-27,False
8191,BOS,113,94.1,0.553,15.3,36.8,0.224,120.1,1,0,MEM,103,94.1,0.472,9.8,28.3,0.227,109.4,0,2017,2016-12-27,True
8192,ORL,107,100.0,0.544,16.8,32.4,0.266,107.0,0,1,SAC,100,100.0,0.443,14.7,23.5,0.25,100.0,1,2016,2016-03-11,True
8193,SAC,100,100.0,0.443,14.7,23.5,0.25,100.0,1,0,ORL,107,100.0,0.544,16.8,32.4,0.266,107.0,0,2016,2016-03-11,False
8194,MIL,109,95.5,0.5,16.3,20.0,0.253,103.4,0,1,PHI,108,95.5,0.474,10.8,22.4,0.177,102.4,1,2016,2016-04-10,True
8195,PHI,108,95.5,0.474,10.8,22.4,0.177,102.4,1,0,MIL,109,95.5,0.5,16.3,20.0,0.253,103.4,0,2016,2016-04-10,False
8196,ORL,97,93.2,0.483,10.3,23.9,0.136,104.1,0,1,NYK,73,93.2,0.372,10.8,14.3,0.105,78.3,1,2018,2018-04-03,True
8197,NYK,73,93.2,0.372,10.8,14.3,0.105,78.3,1,0,ORL,97,93.2,0.483,10.3,23.9,0.136,104.1,0,2018,2018-04-03,False
8198,LAC,110,95.4,0.592,16.0,25.6,0.366,115.3,0,1,PHI,121,95.4,0.556,4.8,14.6,0.233,126.9,1,2017,2017-01-24,False
8199,PHI,121,95.4,0.556,4.8,14.6,0.233,126.9,1,0,LAC,110,95.4,0.592,16.0,25.6,0.366,115.3,0,2017,2017-01-24,True
